site,zone,transect,name,family,genus,species,length.mm,weight.g
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,57.667,7.268106565
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,57.818,7.325350413
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,58.755,7.687297732
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,61.492,8.812417525
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,61.777,8.935516335
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,62.752,9.365305007
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,62.782,9.378743311
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,66.411,11.10092758
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,66.961,11.37902371
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,67.762,11.79228202
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,69.386,12.66061392
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,72.768,14.60362008
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,73.597,15.10843725
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,75.344,16.21008265
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,80.441,19.72747913
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,82.913,21.60265341
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,83.357,21.95156248
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,83.455,22.02907667
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,87.536,25.42139052
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,90.629,28.21244816
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,92.845,30.33295855
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,94.411,31.89385409
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,94.61,32.09595758
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,95.666,33.18272567
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,98.49,36.20892425
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,100.747,38.75569936
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,101.855,40.04850137
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,103.572,42.10816325
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,111.97,53.20399508
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,124.588,73.29390359
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,127.079,77.77868135
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,172.965,196.1163959
COV,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,181.349,226.0396912
COV,5,6,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,76.576,17.01834176
COV,5,6,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,104.13,42.79241682
COV,5,6,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,107.97,47.70330995
COV,5,6,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,109.519,49.78604404
COV,5,6,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,110.687,51.3959692
COV,5,6,Pomacentridae_Microspathodon_chrysurus,Pomacentridae,Microspathodon,chrysurus,115.2661481,44.72628107
COV,5,6,Scaridae_Scarus_coeruleus,Scaridae,Scarus,coeruleus,99.674,17.20783265
COV,5,6,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,137.9360306,47.46611227
COV,5,6,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,137.9360306,47.46611227
COV,5,6,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,137.9360306,47.46611227
COV,5,6,Scaridae_Scarus_,Scaridae,Scarus,,91.557,12.20818069
COV,5,6,Scaridae_Sparisoma_rubripinne,Scaridae,Sparisoma,rubripinne,243.952,281.6533225
COV,5,6,Scaridae_Sparisoma_viride,Scaridae,Sparisoma,viride,209.264,180.1725846
COV,5,6,Scaridae_Sparisoma_viride,Scaridae,Sparisoma,viride,245.2574516,286.4352664
COV,5,6,Scaridae_Sparisoma_viride,Scaridae,Sparisoma,viride,245.2574516,286.4352664
COV,5,6,Scaridae_Sparisoma_viride,Scaridae,Sparisoma,viride,245.2574516,286.4352664
COV,5,6,Scaridae_Sparisoma_viride,Scaridae,Sparisoma,viride,325.349,653.9022454
COV,5,6,Scaridae_Sparisoma_viride,Scaridae,Sparisoma,viride,378.206,1015.043623
COV,5,6,Serranidae_Mycteroperca_tigris,Serranidae,Mycteroperca,tigris,249.759,282.005623
COV,15,1,Haemulidae_Haemulon_plumierii,Haemulidae,Haemulon,plumierii,138.592,69.21302553
COV,15,1,Labridae_Halichoeres_garnoti,Labridae,Halichoeres,garnoti,74.196,4.50336871
COV,15,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,38.679,0.678028112
COV,15,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
COV,15,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
COV,15,1,Lutjanidae_Lutjanus_apodus,Lutjanidae,Lutjanus,apodus,155.566,68.75806749
COV,15,1,Lutjanidae_Lutjanus_apodus,Lutjanidae,Lutjanus,apodus,246.82,271.8381502
COV,15,1,Lutjanidae_Lutjanus_apodus,Lutjanidae,Lutjanus,apodus,260.025,317.4802494
COV,15,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,76.117,16.7141463
COV,15,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,91.184,28.73393658
COV,15,1,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,36.515,0.822315117
COV,15,1,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,43.193,1.372843347
COV,15,1,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,52.707,2.52021851
COV,15,1,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,62.667,4.273869965
COV,15,1,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,66.144,5.03945661
COV,15,1,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,137.9360306,47.46611227
COV,15,1,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,145.143,55.44697686
COV,15,1,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,186.109,118.4001448
COV,15,1,Scaridae_Sparisoma_aurofrenatum,Scaridae,Sparisoma,aurofrenatum,161.923,74.39423367
COV,15,1,Serranidae_Hypoplectrus_puella,Serranidae,Hypoplectrus,puella,86.978,6.45724311
COV,15,2,Acanthuridae_Acanthurus_bahianus,Acanthuridae,Acanthurus,bahianus,161.169,92.55733511
COV,15,2,Haemulidae_Haemulon_flavolineatum,Haemulidae,Haemulon,flavolineatum,153.044,83.16429474
COV,15,2,Haemulidae_Haemulon_plumierii,Haemulidae,Haemulon,plumierii,229.678,315.0152228
COV,15,2,Labridae_Halichoeres_garnoti,Labridae,Halichoeres,garnoti,149.674,48.09748039
COV,15,2,Lutjanidae_Lutjanus_mahogoni,Lutjanidae,Lutjanus,mahogoni,137.25,53.00780942
COV,15,2,Lutjanidae_Lutjanus_mahogoni,Lutjanidae,Lutjanus,mahogoni,218.175,186.919462
COV,15,2,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,72.38,14.3712633
COV,15,2,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,81.39,20.43395137
COV,15,2,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,89.414,27.09291792
COV,15,2,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,92.809,30.29768805
COV,15,2,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,95.359,32.86429152
COV,15,2,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,96.739,16.07756782
COV,15,2,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,125.162,35.28534785
COV,15,2,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,152.521,64.5041261
COV,15,2,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,172.228,93.4604151
COV,15,3,Pomacanthidae_Pomacanthus_paru,Pomacanthidae,Pomacanthus,paru,285.717,682.5566068
COV,15,3,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,15,3,Pomacentridae_Stegastes_partitus,Pomacentridae,Stegastes,partitus,71.621,9.019005823
COV,15,3,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,137.9360306,47.46611227
COV,15,3,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,137.9360306,47.46611227
COV,15,3,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,278.238,403.9186094
COV,15,3,Scaridae_Sparisoma_chrysopterum,Scaridae,Sparisoma,chrysopterum,207.6191,163.6298044
COV,15,4,Acanthuridae_Acanthurus_bahianus,Acanthuridae,Acanthurus,bahianus,48.813,2.649362946
COV,15,4,Labridae_Halichoeres_garnoti,Labridae,Halichoeres,garnoti,137.968,36.53888901
COV,15,4,Mullidae_Mulloidichthys_martinicus,Mullidae,Mulloidichthys,martinicus,245.022,268.5103417
COV,15,4,Pomacanthidae_Holacanthus_tricolor,Pomacanthidae,Holacanthus,tricolor,142.63,82.33021617
COV,15,4,Pomacanthidae_Holacanthus_tricolor,Pomacanthidae,Holacanthus,tricolor,172.921,150.3169891
COV,15,4,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,54.127,6.010091455
COV,15,4,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,15,4,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,71.108,13.62682257
COV,15,4,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,86.787,24.77440532
COV,15,4,Pomacentridae_Stegastes_partitus,Pomacentridae,Stegastes,partitus,41.942,1.669788495
COV,15,4,Pomacentridae_Stegastes_partitus,Pomacentridae,Stegastes,partitus,82.1,13.87014557
COV,15,4,Sparidae_Calamus_calamus,Sparidae,Calamus,calamus,168.219,98.8991735
COV,15,5,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
COV,15,5,Lutjanidae_Lutjanus_mahogoni,Lutjanidae,Lutjanus,mahogoni,250.2717255,271.4722361
COV,15,5,Lutjanidae_Lutjanus_mahogoni,Lutjanidae,Lutjanus,mahogoni,476.268,1561.427172
COV,15,5,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,42.508,2.911060462
COV,15,5,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,45.209,3.501982022
COV,15,5,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,15,5,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,15,5,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,15,5,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,15,5,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,41.16,1.185028149
COV,15,5,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,83.314,10.19126328
COV,15,5,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,137.9360306,47.46611227
COV,15,5,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,137.9360306,47.46611227
COV,25,2,Lutjanidae_Ocyurus_chrysurus,Lutjanidae,Ocyurus,chrysurus,264.669,321.5889746
COV,25,2,Mullidae_Pseudupeneus_maculatus,Mullidae,Pseudupeneus,maculatus,205.375,129.0189554
COV,25,2,Pomacentridae_Stegastes_partitus,Pomacentridae,Stegastes,partitus,98.138,24.34121498
COV,25,3,Haemulidae_Haemulon_sciurus,Haemulidae,Haemulon,sciurus,82.949,11.04883233
COV,25,3,Pomacanthidae_Holacanthus_tricolor,Pomacanthidae,Holacanthus,tricolor,163.295,125.6751126
COV,25,3,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,86.18,24.25820597
COV,25,3,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,87.934,25.76971985
COV,25,3,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,131.061,85.32172788
COV,25,3,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,112.365,25.38971084
COV,25,3,Sparidae_Calamus_calamus,Sparidae,Calamus,calamus,397.797,1526.980863
COV,25,3,Sparidae_Calamus_calamus,Sparidae,Calamus,calamus,454.957,2340.21485
COV,25,3,Tetraodontidae_Canthigaster_rostrata,Tetraodontidae,Canthigaster,rostrata,64.23214474,7.617353448
COV,25,3,Tetraodontidae_Canthigaster_rostrata,Tetraodontidae,Canthigaster,rostrata,64.23214474,7.617353448
COV,25,4,Pomacanthidae_Pomacanthus_arcuatus,Pomacanthidae,Pomacanthus,arcuatus,201.016,242.3729733
COV,25,4,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,29.436,0.966664106
COV,25,4,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,25,4,Pomacentridae_Stegastes_partitus,Pomacentridae,Stegastes,partitus,51.727,3.233763767
COV,25,4,Tetraodontidae_Canthigaster_rostrata,Tetraodontidae,Canthigaster,rostrata,41.084,2.012238659
COV,25,4,Tetraodontidae_Canthigaster_rostrata,Tetraodontidae,Canthigaster,rostrata,43.192,2.335665154
COV,25,4,Tetraodontidae_Canthigaster_rostrata,Tetraodontidae,Canthigaster,rostrata,51.574,3.961504037
COV,25,4,Tetraodontidae_Canthigaster_rostrata,Tetraodontidae,Canthigaster,rostrata,64.23214474,7.617353448
COV,25,5,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,154.256,45.45470651
COV,25,5,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,51.746,5.251333044
COV,25,5,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,52.107,5.362007531
COV,25,5,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,60.483,8.385697328
COV,25,5,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
COV,25,5,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,66.761,11.27736689
COV,25,5,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,70,12.9997
COV,25,5,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,70.85,13.47903415
COV,25,5,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,76.838,17.19362168
COV,25,5,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,77.175,17.4208413
COV,25,5,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,83.332,21.93181761
COV,25,5,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,87.541,25.42574693
COV,25,5,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,89.392,27.07292449
COV,25,5,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,90.622,28.20591144
COV,25,5,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,107.081,46.5346514
COV,25,5,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,142.104,108.7572251
COV,25,5,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,150.452,129.0723169
COV,25,5,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,164.37,168.3088201
COV,25,5,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,94.427,14.93355195
COV,25,5,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,137.9360306,47.46611227
COV,25,5,Serranidae_Epinephelus_adscensionis,Serranidae,Epinephelus,adscensionis,134.7842963,NA
COV,25,5,Tetraodontidae_Canthigaster_rostrata,Tetraodontidae,Canthigaster,rostrata,39.632,1.807717578
COV,25,5,Tetraodontidae_Canthigaster_rostrata,Tetraodontidae,Canthigaster,rostrata,52.002,4.060239989
COV,25,5,Tetraodontidae_Canthigaster_rostrata,Tetraodontidae,Canthigaster,rostrata,64.23214474,7.617353448
COV,25,5,Tetraodontidae_Canthigaster_rostrata,Tetraodontidae,Canthigaster,rostrata,100.741,29.10864491
COV,25,5,Tetraodontidae_Canthigaster_rostrata,Tetraodontidae,Canthigaster,rostrata,186.077,181.0638664
COV,40,3,Haemulidae_Haemulon_flavolineatum,Haemulidae,Haemulon,flavolineatum,132.284,53.70440889
COV,40,3,Haemulidae_Haemulon_flavolineatum,Haemulidae,Haemulon,flavolineatum,224.274,261.7126841
COV,40,3,Haemulidae_Haemulon_flavolineatum,Haemulidae,Haemulon,flavolineatum,248.703,356.8872698
COV,40,3,Serranidae_Hypoplectrus_puella,Serranidae,Hypoplectrus,puella,126.657,20.24115398
COV,40,4,Holocentridae_Holocentrus_adscensionis,Holocentridae,Holocentrus,adscensionis,147.6,34.18772503
COV,40,4,Malacanthidae_Malacanthus_plumieri,Malacanthidae,Malacanthus,plumieri,42.936,0.890262266
COV,40,4,Pomacentridae_Microspathodon_chrysurus,Pomacentridae,Microspathodon,chrysurus,61.777,6.542235041
COV,40,4,Pomacentridae_Stegastes_variabilis,Pomacentridae,Stegastes,variabilis,78.962,10.65601331
COV,40,5,Labridae__,Labridae,,,12.326,0.017079324
COV,40,5,Sparidae_Calamus_calamus,Sparidae,Calamus,calamus,177.644,117.6198826
